OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
CUBEBUG-2 (LO-74),2013-066AA,2026-06-09T02:12:00.699264,14.93697738,.00591913,97.8903,109.0360,55.3304,305.3474,0,U,39440,999,67578,.3170228E-3,.3409E-4,0
FUNCUBE-1 (AO-73),2013-066AE,2026-06-09T04:01:43.626720,15.09393647,.00348293,97.8270,131.4468,228.8451,130.9771,0,U,39444,999,67845,.31573804E-3,.5048E-4,0
UWE-3,2013-066AG,2026-06-09T03:04:03.741312,14.96959057,.00487694,97.8686,116.1479,348.2293,11.7784,0,U,39446,999,67637,.30256314E-3,.3499E-4,0
UNISAT-6,2014-033C,2026-06-09T03:10:28.725888,14.88202581,.00464422,97.7870,312.9873,95.0707,265.5813,0,U,40012,999,64496,.2655009E-3,.2442E-4,0
DUCHIFAT-1,2014-033M,2026-06-09T02:05:18.604896,15.62989578,.00043246,98.0464,218.1182,130.2252,229.9384,0,U,40021,999,65448,.90222311E-3,.8235E-3,0
QB50P1,2014-033R,2026-06-08T23:27:25.839360,15.18136091,.00072105,98.0972,170.5484,248.4220,111.6244,0,U,40025,999,65178,.42191604E-3,.8544E-4,0
LILACSAT-2,2015-049K,2026-06-09T06:34:18.671808,15.51182127,.00052734,97.4660,196.8157,283.5589,76.5075,0,U,40908,999,59452,.27592914E-3,.16042E-3,0
FOX-1A (AO-85),2015-058D,2026-06-08T18:24:19.848096,14.90929725,.01299696,64.7758,305.1507,59.8929,301.4993,0,U,40967,999,11231,.27655458E-3,.3039E-4,0
CAS-2T & KS-1Q,2016-066G,2026-06-09T04:56:58.962336,14.44667476,.03424974,98.3822,236.0336,153.6291,208.2796,0,U,41847,999,50364,.22784643E-3,.1572E-4,0
RADFXSAT (FOX-1B),2017-073E,2026-06-08T08:15:12.420000,15.12571253,.01508957,97.4721,26.7398,359.9259,0.1924,0,U,43017,999,46405,.33532705E-3,.7664E-4,0
DIWATA-2B,2018-084H,2026-06-09T07:12:53.784000,15.00413961,.00120598,98.1173,356.1669,196.0288,164.0555,0,U,43678,999,41503,.17912008E-3,.2189E-4,0
ES'HAIL 2,2018-090A,2026-06-09T04:54:15.071904,1.00273583,.0001916,0.0163,288.9745,188.7115,239.2727,0,U,43700,999,2759,0,.161E-5,0
FOX-1CLIFF (AO-95),2018-099N,2026-06-09T01:56:46.237344,15.26538897,.00088264,97.4389,220.3580,27.1898,332.9801,0,U,43770,999,41198,.3449818E-3,.8954E-4,0
ITASAT,2018-099AE,2026-06-09T02:48:06.579648,15.18954369,.00129837,97.4032,211.7901,28.2656,331.9281,0,U,43786,999,41168,.25280358E-3,.5227E-4,0
JY1SAT (JO-97),2018-099AX,2026-06-09T03:14:32.466336,15.33397143,.00042091,97.4132,222.9432,303.3283,56.7556,0,U,43803,999,41239,.46530705E-3,.14955E-3,0
UWE-4,2018-111E,2026-06-08T17:39:01.184832,15.45597673,.00070848,97.5854,87.7396,15.0599,345.0859,0,U,43880,999,40947,.71405657E-3,.34399E-3,0
TIANYAN 01,2019-093C,2026-06-09T05:40:29.541792,14.86509819,.00149486,97.7528,232.6624,110.2579,250.0246,0,U,44881,999,35023,.17365498E-3,.1486E-4,0
RS-44 & BREEZE-KM R/B,2019-096E,2026-06-09T06:21:54.849024,12.79748669,.02178124,82.5218,344.9703,162.6407,198.2295,0,U,44909,999,30133,.8840743E-4,.34E-6,0
SALSAT,2020-068K,2026-06-08T21:41:10.423968,15.29680035,.00088073,97.8856,162.4647,341.8369,18.2554,0,U,46495,999,31409,.27003831E-3,.769E-4,0
XW-3 (CAS-9),2021-131B,2026-06-09T06:42:41.103360,14.41350793,.00052567,98.4971,252.7122,115.0760,245.0975,0,U,50466,999,23397,.1764741E-3,.527E-5,0
GREENCUBE (IO-117),2022-080E,2026-06-01T11:09:37.753056,6.42583280,.00088692,70.1435,303.7143,293.3663,66.6064,0,U,53109,999,9105,0,-.3E-7,0
UMKA 1 (RS40S),2023-091G,2026-06-09T04:45:20.100384,15.20724572,.00138638,97.5054,218.9265,142.6984,217.5217,0,U,57172,999,16279,.23581042E-3,.5129E-4,0
CUBESX-HSE 3 (RS42S),2023-091N,2026-06-09T06:23:04.958304,15.31013140,.00121473,97.5094,225.7541,119.1074,241.1385,0,U,57178,999,16321,.40871364E-3,.12201E-3,0
MONITOR-3 (RS58S),2023-091Q,2026-06-09T04:59:00.562560,15.27679082,.00130236,97.5087,223.5960,125.4166,234.8291,0,U,57180,999,16307,.3509284E-3,.9443E-4,0
MONITOR-4 (RS57S),2023-091S,2026-06-09T06:03:49.571712,15.27774077,.0013024,97.5081,223.6120,125.6001,234.6454,0,U,57182,999,16308,.34813355E-3,.9394E-4,0
MONITOR-2 (RS39S),2023-091U,2026-06-09T05:01:34.403808,15.18835602,.0012405,97.5077,218.5442,135.6270,224.5961,0,U,57184,999,16274,.20207827E-3,.4147E-4,0
SVYATOBOR 1 (RS60S),2023-091X,2026-06-09T03:04:08.945184,15.26476537,.00108584,97.5092,223.9010,118.4882,241.7452,0,U,57187,999,16308,.31333944E-3,.8113E-4,0
VIZARD-METEO (RS38S),2023-091Z,2026-06-09T06:20:46.343328,15.35772371,.0008675,97.5094,229.5923,101.3179,258.9040,0,U,57189,999,16347,.44012449E-3,.15263E-3,0
