OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
DIRECTV 14,2014-078B,2026-07-01T11:50:47.291424,1.00273352,.00003885,0.0108,16.3305,24.0591,317.6198,0,U,40333,999,4218,0,-.115E-5,0
DIRECTV 15,2015-026A,2026-07-01T22:05:39.503040,1.00269119,.00005126,0.0155,61.3696,345.4856,101.6444,0,U,40663,999,4061,0,-.92E-6,0
SKY MEXICO-1,2015-026B,2026-07-01T22:12:31.344192,1.00270480,.00026439,0.0183,28.6935,90.7628,54.8400,0,U,40664,999,4060,0,-.224E-5,0
INTELSAT 34 (IS-34),2015-039A,2026-07-01T20:36:36.030240,1.00269994,.00005007,0.0115,5.0470,30.6575,137.8512,0,U,40874,999,3978,0,-.275E-5,0
INTELSAT 31 (IS-31),2016-035A,2026-07-01T13:23:37.148640,1.00270123,.00006522,0.0162,287.8314,350.1203,107.5034,0,U,41581,999,3682,0,-.14E-5,0
INTELSAT 36 (IS-36),2016-053A,2026-07-01T22:54:21.718656,1.00270637,.00020423,0.0108,20.8787,327.2442,343.9666,0,U,41747,999,3610,0,-.14E-6,0
INTELSAT 32E (IS-32E),2017-007B,2026-07-01T20:40:05.695392,1.00267327,.00003581,0.0232,28.3481,314.6965,203.7108,0,U,41945,999,3437,0,0,0
INTELSAT 35E (IS-35E),2017-041A,2026-07-01T23:11:24.186624,1.00266760,.00022802,0.0222,33.9769,74.1091,125.2659,0,U,42818,999,3296,0,0,0
INTELSAT 37E (IS-37E),2017-059A,2026-07-01T22:42:19.482048,1.00270548,.00028687,0.0249,41.7932,60.8717,139.9086,0,U,42950,999,3221,0,0,0
AZERSPACE 2 (IS-38),2018-074A,2026-07-01T21:05:12.476832,1.00270392,.00016217,0.0251,37.4253,69.9767,173.9332,0,U,43632,999,2859,0,0,0
HORIZONS-3E,2018-074B,2026-07-01T16:32:36.172320,1.00271639,.00005646,0.0225,196.8409,90.6373,49.4249,0,U,43633,999,2848,0,-.2E-6,0
AT&T T-16,2019-034A,2026-07-01T20:23:38.501952,1.00271693,.00005974,0.0175,64.8441,281.2082,138.8916,0,U,44333,999,2578,0,-.105E-5,0
INTELSAT 39 (IS-39),2019-049B,2026-07-01T22:54:21.718656,1.00269595,.00009547,0.0216,23.6119,320.7936,341.1401,0,U,44476,999,2527,0,0,0
GALAXY 30 (G-30),2020-056C,2026-07-01T18:33:33.349824,1.00272986,.00022282,0.0158,44.8195,54.3294,334.0556,0,U,46114,999,2143,0,.47E-6,0
GALAXY 33 (G-33),2022-128A,2026-07-01T20:30:12.684672,1.00273141,.00020355,0.0126,32.3198,66.7794,355.3646,0,U,54026,999,1389,0,.89E-6,0
GALAXY 34 (G-34),2022-128B,2026-07-01T16:50:19.472928,1.00275358,.00019581,0.0274,26.9306,83.3094,293.1069,0,U,54027,999,1405,0,0,0
GALAXY 31 (G-31),2022-153A,2026-07-01T22:00:32.493600,1.00272041,.00015764,0.0149,67.9422,30.1453,31.0027,0,U,54243,999,728,0,.24E-6,0
GALAXY 32 (G-32),2022-153B,2026-07-01T22:54:15.832224,1.00272545,.00019995,0.0081,21.1215,29.7071,121.7426,0,U,54244,999,1329,0,-.164E-5,0
GALAXY 35 (G-35),2022-170A,2026-07-01T22:08:31.726752,1.00273202,.00023142,0.0182,56.2565,46.7192,56.0134,0,U,54741,999,1304,0,-.152E-5,0
GALAXY 36 (G-36),2022-170B,2026-07-01T22:09:39.119616,1.00272698,.00029359,0.0167,202.6077,250.8422,69.9310,0,U,54742,999,1292,0,-.175E-5,0
GALAXY 37 (G-37),2023-112A,2026-07-01T16:50:49.425216,1.00271471,.00021248,0.0174,341.3067,119.6002,304.5495,0,U,57493,999,1068,0,.59E-6,0
