OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
ALOS-4 (DAICHI-4),2024-123A,2026-07-15T05:25:40.372608,14.79469384,.0001586,97.9221,292.9996,97.9849,262.1543,0,U,60182,999,11002,.49773E-4,.32E-5,0
LEGION 3,2024-146A,2026-07-15T03:19:53.871744,15.15655257,.0008224,45.0019,240.6907,333.7706,26.2755,0,U,60452,999,10626,.93256E-4,.154E-4,0
LEGION 4,2024-146B,2026-07-14T19:24:59.673600,15.15679876,.00089457,45.0030,334.3256,111.3803,248.8031,0,U,60453,999,10506,.11348257E-3,.1933E-4,0
SENTINEL-2C,2024-157A,2026-07-15T05:08:54.225600,14.30815672,.0000954,98.5685,270.5987,104.0012,256.1277,0,U,60989,999,9699,.33668E-4,.45E-6,0
IONOSFERA-M 1,2024-199A,2026-07-15T04:24:11.102976,14.22759150,.0002161,98.7135,69.0554,72.8936,287.2479,0,U,61735,999,13168,.31389E-4,.26E-6,0
IONOSFERA-M 2,2024-199B,2026-07-15T03:32:12.340320,14.22762512,.0000501,98.7134,68.9300,124.3183,235.8043,0,U,61736,999,13480,.31962E-4,.28E-6,0
PRSC-EO1,2025-012A,2026-07-15T05:06:44.382816,15.17621135,.0006766,97.4218,268.1234,146.4086,213.7578,0,U,62725,999,8244,.2017E-3,.3992E-4,0
BIOMASS,2025-090A,2026-07-14T23:46:56.935200,14.67537294,.0001449,98.0750,22.9000,96.9584,263.1785,0,U,63772,999,6476,.53205E-4,.254E-5,0
GOSAT-GW (IBUKI GW),2025-141A,2026-07-15T03:28:08.937696,14.67554073,.0001438,98.0565,133.0074,85.7731,274.3638,0,U,64694,999,5594,.34759E-4,.149E-5,0
IONOSFERA-M 3,2025-155A,2026-07-15T04:33:45.186912,14.21490768,.0002292,98.6040,157.3926,112.5440,247.5980,0,U,64876,999,5038,.15097E-4,-.1E-6,0
IONOSFERA-M 4,2025-155B,2026-07-15T05:23:51.334080,14.21493232,.0001829,98.6039,157.3437,99.7899,260.3485,0,U,64877,999,5038,.1851E-4,-.2E-7,0
MICROCARB,2025-156A,2026-07-15T03:25:42.749760,14.72885088,.0017624,98.0075,272.8457,170.9723,189.1805,0,U,64899,999,5208,.48195E-4,.259E-5,0
CO3D 3,2025-156B,2026-07-15T03:53:44.208672,15.20191777,.0001772,97.4337,274.4531,94.5951,265.5486,0,U,64900,999,5378,.11296E-3,.2378E-4,0
CO3D 4,2025-156C,2026-07-15T03:53:57.240384,15.20209632,.0001645,97.4336,274.4533,154.1467,205.9851,0,U,64901,999,5378,.33693E-4,.662E-5,0
CO3D 2,2025-156D,2026-07-15T04:40:43.795776,15.20201374,.0001239,97.4337,274.3840,89.0953,271.0424,0,U,64902,999,5378,.10274E-3,.2157E-4,0
CO3D 1,2025-156E,2026-07-15T04:40:57.084096,15.20201265,.000129,97.4336,274.3842,100.5724,259.5657,0,U,64903,999,5378,.10519E-3,.221E-4,0
PRSC-S1,2025-164A,2026-07-15T04:09:26.093952,15.06634818,.0006697,41.1299,130.1691,197.8766,162.1813,0,U,65055,999,5265,.15789E-3,.2205E-4,0
SENTINEL-6B,2025-264A,2026-07-15T02:45:43.929792,12.80930155,.0007845,66.0413,77.1731,268.7276,91.2840,0,U,66514,999,3074,.81914E-4,-.42E-6,0
CAS500-3,2025-274F,2026-07-14T18:42:22.710528,14.88383181,.0006266,97.7437,123.2031,39.4856,320.6817,0,U,66655,999,3425,.68257762E-4,.579E-5,0
CSG-3,2026-001A,2026-07-13T12:40:32.844288,14.82151371,.00015181,97.8894,17.7492,93.3222,266.8165,0,U,67304,999,2836,.2348529E-4,.135E-5,0
PRSC-E03,2026-092A,2026-07-15T05:18:44.746272,15.06809205,.0004912,38.0012,284.3524,251.4006,108.6222,0,U,68835,999,1218,.87778E-4,.1223E-4,0
CAS500-2,2026-100AK,2026-07-15T04:22:49.365120,15.20902116,.000781,97.3868,93.5066,292.1380,67.9026,0,U,69013,999,1106,.15437E-3,.3346E-4,0
